,公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数,累计确诊人数,累计治愈人数,累计死亡人数,核减,治愈核减,死亡核减
543,1月22日,地区级,山东,临沂,2.0,,,,,,,,
544,1月22日,地区级,山东,青岛,2.0,,,,,,,,
545,1月22日,省级,山东,,4.0,,,,,,,,
546,1月22日,地区级,山西,太原,1.0,,,,,,,,
547,1月22日,省级,山西,,1.0,,,,,,,,
548,1月22日,地区级,陕西,西安,2.0,,,,,,,,
549,1月22日,地区级,陕西,咸阳,1.0,,,,,,,,
550,1月22日,省级,陕西,,3.0,,,,,,,,
551,1月22日,地区级,上海,地区待确认,7.0,,,,,,,,
552,1月22日,省级,上海,,7.0,,,,,,,,
553,1月22日,地区级,四川,成都,3.0,,,,,,,,
554,1月22日,地区级,四川,达州,1.0,,,,,,,,
555,1月22日,地区级,四川,绵阳,2.0,,,,,,,,
556,1月22日,省级,四川,,6.0,,,,,,,,
557,1月22日,省级,台湾,,,,,,,,,,
558,1月22日,地区级,天津,和平区,1.0,,,,,,,,
559,1月22日,地区级,天津,南开区,1.0,,,,,,,,
560,1月22日,省级,天津,,2.0,,,,,,,,
561,1月22日,省级,西藏,,,,,,,,,,
562,1月22日,地区级,香港,香港,1.0,,,,,,,,
563,1月22日,省级,香港,,1.0,,,,,,,,
564,1月22日,省级,新疆,,,,,,,,,,
565,1月22日,省级,云南,,,,,,,,,,
566,1月22日,地区级,浙江,杭州,5.0,,,,,,,,
567,1月22日,地区级,浙江,金华,1.0,,,,,,,,
568,1月22日,地区级,浙江,宁波,2.0,,,,,,,,
569,1月22日,地区级,浙江,衢州,1.0,,,,,,,,
570,1月22日,地区级,浙江,绍兴,1.0,,,,,,,,
571,1月22日,地区级,浙江,台州,5.0,,,,,,,,
572,1月22日,地区级,浙江,温州,,1.0,,,,,,,
573,1月22日,地区级,浙江,温州,2.0,,,,,,,,
574,1月22日,省级,浙江,,17.0,1.0,,,1.0,,,,
575,1月22日,地区级,重庆,涪陵区,1.0,,,,,,,,
576,1月22日,地区级,重庆,永川区,2.0,,,,,,,,
577,1月22日,省级,重庆,,3.0,,,,,,,,
578,1月22日,国家级,,,131.0,,8.0,,,,,,
579,1月23日,地区级,安徽,安庆,1.0,,,,,,,,
580,1月23日,地区级,安徽,蚌埠,1.0,,,,,,,,
581,1月23日,地区级,安徽,池州,1.0,,,,,,,,
582,1月23日,地区级,安徽,阜阳,1.0,,,,,,,,
583,1月23日,地区级,安徽,合肥,1.0,,,,,,,,
584,1月23日,地区级,安徽,六安,1.0,,,,,,,,
585,1月23日,省级,安徽,,6.0,,,,,,,,
586,1月23日,地区级,澳门,澳门,1.0,,,,,,,,
587,1月23日,省级,澳门,,1.0,,,,,,,,
588,1月23日,地区级,北京,朝阳,2.0,,,,,,,,
589,1月23日,地区级,北京,丰台,1.0,,,,,,,,
590,1月23日,地区级,北京,海淀,1.0,,,,,,,,
591,1月23日,地区级,北京,顺义,1.0,,,,,,,,
592,1月23日,地区级,北京,通州,1.0,,,,,,,,
593,1月23日,地区级,北京,外地来京,5.0,,,,,,,,
594,1月23日,地区级,北京,西城,1.0,,,,,,,,
595,1月23日,省级,北京,,12.0,,,,,,,,
596,1月23日,地区级,福建,福州,1.0,,,,,,,,
597,1月23日,地区级,福建,宁德,1.0,,,,,,,,
598,1月23日,地区级,福建,泉州,1.0,,,,,,,,
599,1月23日,地区级,福建,厦门,1.0,,,,,,,,
600,1月23日,省级,福建,,4.0,,,,,,,,
601,1月23日,省级,甘肃,,,,,,,,,,
602,1月23日,地区级,广东,佛山,5.0,,,,,,,,
603,1月23日,地区级,广东,广州,2.0,,,,,,,,
604,1月23日,地区级,广东,惠州,4.0,,,,,,,,
605,1月23日,地区级,广东,清远,1.0,,,,,,,,
606,1月23日,地区级,广东,韶关,1.0,,,,,,,,
607,1月23日,地区级,广东,深圳,,2.0,,,,,,,
608,1月23日,地区级,广东,阳江,3.0,,,,,,,,
609,1月23日,地区级,广东,中山,1.0,,,,,,,,
610,1月23日,地区级,广东,珠海,4.0,,,,,,,,
611,1月23日,省级,广东,,21.0,2.0,,,2.0,,,,
612,1月23日,地区级,广西,百色,1.0,,,,,,,,
613,1月23日,地区级,广西,北海,3.0,,,,,,,,
614,1月23日,地区级,广西,桂林,2.0,,,,,,,,
615,1月23日,地区级,广西,河池,1.0,,,,,,,,
616,1月23日,地区级,广西,柳州,1.0,,,,,,,,
617,1月23日,省级,广西,,8.0,,,,,,,,
618,1月23日,省级,贵州,,,,,,,,,,
619,1月23日,地区级,海南,海口,2.0,,,,,,,,
620,1月23日,地区级,海南,三亚,1.0,,,,,,,,
621,1月23日,地区级,海南,万宁,1.0,,,,,,,,
622,1月23日,省级,海南,,4.0,,,,,,,,
623,1月23日,地区级,河北,沧州,1.0,,1.0,,,,,,
624,1月23日,省级,河北,,1.0,,1.0,,,1.0,,,
625,1月23日,地区级,河南,信阳,1.0,,,,,,,,
626,1月23日,地区级,河南,郑州,1.0,,,,,,,,
627,1月23日,地区级,河南,郑州,1.0,,,,,,,,
628,1月23日,地区级,河南,周口,1.0,,,,,,,,
629,1月23日,省级,河南,,4.0,,,,,,,,
630,1月23日,地区级,黑龙江,大庆,1.0,,,,,,,,
631,1月23日,地区级,黑龙江,绥化,1.0,,1.0,,,,,,
632,1月23日,省级,黑龙江,,2.0,,1.0,,,1.0,,,
633,1月23日,地区级,湖北,荆门,7.0,,,,,,,,
634,1月23日,地区级,湖北,荆州,2.0,,,,,,,,
635,1月23日,地区级,湖北,十堰,1.0,,,,,,,,
636,1月23日,地区级,湖北,武汉,70.0,3.0,6.0,,,,,,
637,1月23日,地区级,湖北,仙桃,2.0,,,,,,,,
638,1月23日,地区级,湖北,孝感,22.0,,,,,,,,
639,1月23日,地区级,湖北,宜昌,1.0,,1.0,,,,,,
640,1月23日,省级,湖北,,105.0,3.0,7.0,,31.0,24.0,,,
641,1月23日,地区级,湖南,娄底,3.0,,,,,,,,
642,1月23日,地区级,湖南,湘潭,1.0,,,,,,,,
643,1月23日,地区级,湖南,永州,3.0,,,,,,,,
644,1月23日,地区级,湖南,岳阳,3.0,,,,,,,,
645,1月23日,地区级,湖南,长沙,4.0,,,,,,,,
646,1月23日,地区级,湖南,株洲,1.0,,,,,,,,
647,1月23日,省级,湖南,,15.0,,,,,,,,
648,1月23日,地区级,吉林,吉林,1.0,,,,,,,,
649,1月23日,地区级,吉林,松原,1.0,,,,,,,,
650,1月23日,省级,吉林,,2.0,,,,,,,,
651,1月23日,地区级,江苏,连云港,1.0,,,,,,,,
652,1月23日,地区级,江苏,南京,3.0,,,,,,,,
653,1月23日,地区级,江苏,南通,1.0,,,,,,,,
654,1月23日,地区级,江苏,苏州,1.0,,,,,,,,
655,1月23日,地区级,江苏,无锡,1.0,,,,,,,,
656,1月23日,地区级,江苏,扬州,1.0,,,,,,,,
657,1月23日,省级,江苏,,8.0,,,,,,,,
658,1月23日,地区级,江西,吉安,1.0,,,,,,,,
659,1月23日,地区级,江西,九江,1.0,,,,,,,,
660,1月23日,地区级,江西,南昌,1.0,,,,,,,,
661,1月23日,地区级,江西,新余,1.0,,,,,,,,
662,1月23日,省级,江西,,4.0,,,,,,,,
663,1月23日,地区级,辽宁,朝阳市,1.0,,,,,,,,
664,1月23日,地区级,辽宁,沈阳,1.0,,,,,,,,
665,1月23日,省级,辽宁,,2.0,,,,,,,,
666,1月23日,地区级,内蒙古,呼伦贝尔,1.0,,,,,,,,
667,1月23日,省级,内蒙古,,1.0,,,,,,,,
668,1月23日,地区级,宁夏,中卫,1.0,,,,,,,,
669,1月23日,省级,宁夏,,1.0,,,,,,,,
670,1月23日,省级,青海,,,,,,,,,,
671,1月23日,地区级,山东,日照,1.0,,,,,,,,
672,1月23日,地区级,山东,威海,1.0,,,,,,,,
673,1月23日,地区级,山东,潍坊,1.0,,,,,,,,
674,1月23日,省级,山东,,3.0,,,,,,,,
675,1月23日,省级,山西,,,,,,,,,,
676,1月23日,地区级,陕西,安康,1.0,,,,,,,,
677,1月23日,地区级,陕西,延安,1.0,,,,,,,,
678,1月23日,省级,陕西,,2.0,,,,,,,,
679,1月23日,地区级,上海,地区待确认,4.0,,,,,,,,
680,1月23日,省级,上海,,4.0,,,,,,,,
681,1月23日,地区级,四川,成都,3.0,,,,,,,,
682,1月23日,地区级,四川,德阳,1.0,,,,,,,,
683,1月23日,地区级,四川,广安,1.0,,,,,,,,
684,1月23日,地区级,四川,遂宁,1.0,,,,,,,,
685,1月23日,地区级,四川,雅安,1.0,,,,,,,,
686,1月23日,省级,四川,,7.0,,,,,,,,
687,1月23日,省级,台湾,,,,,,,,,,
688,1月23日,地区级,天津,河北区,1.0,,,,,,,,
689,1月23日,省级,天津,,1.0,,,,,,,,
690,1月23日,省级,西藏,,,,,,,,,,
691,1月23日,地区级,香港,香港,1.0,,,,,,,,
692,1月23日,省级,香港,,1.0,,,,,,,,
693,1月23日,地区级,新疆,乌鲁木齐,2.0,,,,,,,,
694,1月23日,省级,新疆,,2.0,,,,,,,,
695,1月23日,地区级,云南,昆明,1.0,,,,,,,,
696,1月23日,省级,云南,,1.0,,,,,,,,
697,1月23日,地区级,浙江,嘉兴,3.0,,,,,,,,
698,1月23日,地区级,浙江,衢州,1.0,,,,,,,,
699,1月23日,地区级,浙江,台州,12.0,,,,,,,,
700,1月23日,省级,浙江,,16.0,,,,1.0,,,,
701,1月23日,地区级,重庆,大渡口区,1.0,,,,,,,,
702,1月23日,地区级,重庆,垫江县,1.0,,,,,,,,
703,1月23日,地区级,重庆,奉节县,1.0,,,,,,,,
704,1月23日,地区级,重庆,九龙坡区,2.0,,,,,,,,
705,1月23日,地区级,重庆,开州区,2.0,,,,,,,,
706,1月23日,地区级,重庆,两江新区,1.0,,,,,,,,
707,1月23日,地区级,重庆,万州区,1.0,,,,,,,,
708,1月23日,地区级,重庆,巫山县,1.0,,,,,,,,
709,1月23日,地区级,重庆,巫溪县,1.0,,,,,,,,
710,1月23日,地区级,重庆,秀山县,1.0,,,,,,,,
711,1月23日,地区级,重庆,渝北区,2.0,,,,,,,,
712,1月23日,地区级,重庆,云阳县,1.0,,,,,,,,
713,1月23日,地区级,重庆,长寿区,2.0,,,,,,,,
714,1月23日,地区级,重庆,忠县,1.0,,,,,,,,
715,1月23日,省级,重庆,,18.0,,,,,,,,
716,1月23日,国家级,,,259.0,6.0,8.0,,,,,,
717,1月24日,地区级,安徽,安庆,3.0,,,,,,,,
718,1月24日,地区级,安徽,亳州,3.0,,,,,,,,
719,1月24日,地区级,安徽,滁州,1.0,,,,,,,,
720,1月24日,地区级,安徽,阜阳,5.0,,,,,,,,
721,1月24日,地区级,安徽,合肥,4.0,,,,,,,,
722,1月24日,地区级,安徽,马鞍山,4.0,,,,,,,,
723,1月24日,地区级,安徽,铜陵,3.0,,,,,,,,
724,1月24日,地区级,安徽,芜湖,1.0,,,,,,,,
725,1月24日,省级,安徽,,24.0,,,,,,,,
726,1月24日,省级,澳门,,,,,,,,,,
727,1月24日,地区级,北京,昌平,1.0,,,,,,,,
728,1月24日,地区级,北京,朝阳,3.0,,,,,,,,
729,1月24日,地区级,北京,大兴,,1.0,,,,,,,
730,1月24日,地区级,北京,海淀,5.0,,,,,,,,
731,1月24日,地区级,北京,通州,1.0,,,,,,,,
732,1月24日,地区级,北京,外地来京,4.0,,,,,,,,
733,1月24日,地区级,北京,西城,1.0,,,,,,,,
734,1月24日,省级,北京,,15.0,1.0,,,1.0,,,,
735,1月24日,地区级,福建,福州,1.0,,,,,,,,
736,1月24日,地区级,福建,福州,2.0,,,,,,,,
737,1月24日,地区级,福建,厦门,2.0,,,,,,,,
738,1月24日,省级,福建,,5.0,,,,,,,,
739,1月24日,地区级,甘肃,兰州,1.0,,,,,,,,
740,1月24日,地区级,甘肃,临夏,1.0,,,,,,,,
741,1月24日,省级,甘肃,,2.0,,,,,,,,
742,1月24日,地区级,广东,东莞,1.0,,,,,,,,
743,1月24日,地区级,广东,佛山,3.0,,,,,,,,
744,1月24日,地区级,广东,广州,7.0,,,,,,,,
745,1月24日,地区级,广东,惠州,2.0,,,,,,,,
746,1月24日,地区级,广东,清远,1.0,,,,,,,,
747,1月24日,地区级,广东,汕头,1.0,,,,,,,,
748,1月24日,地区级,广东,深圳,5.0,,,,,,,,
749,1月24日,地区级,广东,阳江,2.0,,,,,,,,
750,1月24日,地区级,广东,肇庆,1.0,,,,,,,,
751,1月24日,地区级,广东,珠海,2.0,,,,,,,,
752,1月24日,省级,广东,,25.0,,,,,,,,
753,1月24日,地区级,广西,防城港,2.0,,,,,,,,
754,1月24日,地区级,广西,桂林,4.0,,,,,,,,
755,1月24日,地区级,广西,河池,2.0,,,,,,,,
756,1月24日,地区级,广西,柳州,1.0,,,,,,,,
757,1月24日,地区级,广西,玉林,1.0,,,,,,,,
758,1月24日,省级,广西,,10.0,,,,,,,,
759,1月24日,地区级,贵州,铜仁,1.0,,,,,,,,
760,1月24日,省级,贵州,,1.0,,,,,,,,
761,1月24日,地区级,海南,儋州,3.0,,,,,,,,
762,1月24日,地区级,海南,三亚,3.0,,,,,,,,
763,1月24日,地区级,海南,万宁,3.0,,,,,,,,
764,1月24日,省级,海南,,9.0,,,,,,,,
765,1月24日,地区级,河北,保定,1.0,,,,,,,,
766,1月24日,地区级,河北,沧州,1.0,,,,,,,,
767,1月24日,地区级,河北,承德,1.0,,,,,,,,
768,1月24日,地区级,河北,石家庄,3.0,,,,,,,,
769,1月24日,省级,河北,,6.0,,,,,1.0,,,
770,1月24日,地区级,河南,南阳,8.0,,,,,,,,
771,1月24日,地区级,河南,平顶山,1.0,,,,,,,,
772,1月24日,地区级,河南,新乡,1.0,,,,,,,,
773,1月24日,地区级,河南,信阳,1.0,,,,,,,,
774,1月24日,地区级,河南,信阳,4.0,,,,,,,,
775,1月24日,地区级,河南,郑州,3.0,,,,,,,,
776,1月24日,地区级,河南,周口,3.0,,,,,,,,
777,1月24日,地区级,河南,驻马店,2.0,,,,,,,,
778,1月24日,省级,河南,,23.0,,,,,,,,
779,1月24日,地区级,黑龙江,哈尔滨,5.0,,,,,,,,
780,1月24日,省级,黑龙江,,5.0,,,,,1.0,,,
781,1月24日,地区级,湖北,鄂州,1.0,,,,,,,,
782,1月24日,地区级,湖北,恩施州,11.0,,,,,,,,
783,1月24日,地区级,湖北,黄冈,52.0,,,,,,,,
784,1月24日,地区级,湖北,荆门,13.0,,,,,,,,
785,1月24日,地区级,湖北,荆州,2.0,,,,,,,,
786,1月24日,地区级,湖北,十堰,4.0,,,,,,,,
787,1月24日,地区级,湖北,随州,5.0,,,,,,,,
788,1月24日,地区级,湖北,天门,3.0,,,,,,,,
789,1月24日,地区级,湖北,武汉,77.0,1.0,15.0,,,,,,
790,1月24日,地区级,湖北,仙桃,8.0,,,,,,,,
791,1月24日,地区级,湖北,孝感,4.0,,,,,,,,
792,1月24日,省级,湖北,,180.0,1.0,15.0,,32.0,39.0,,,
793,1月24日,地区级,湖南,常德,3.0,,,,,,,,
794,1月24日,地区级,湖南,衡阳,3.0,,,,,,,,
795,1月24日,地区级,湖南,怀化,2.0,,,,,,,,
796,1月24日,地区级,湖南,娄底,2.0,,,,,,,,
797,1月24日,地区级,湖南,邵阳,2.0,,,,,,,,
798,1月24日,地区级,湖南,湘潭,1.0,,,,,,,,
799,1月24日,地区级,湖南,益阳,4.0,,,,,,,,
800,1月24日,地区级,湖南,岳阳,2.0,,,,,,,,
801,1月24日,省级,湖南,,19.0,,,,,,,,
802,1月24日,地区级,吉林,吉林,1.0,,,,,,,,
803,1月24日,省级,吉林,,1.0,,,,,,,,
804,1月24日,地区级,江苏,常州,5.0,,,,,,,,
805,1月24日,地区级,江苏,南京,1.0,,,,,,,,
806,1月24日,地区级,江苏,苏州,1.0,1.0,,,,,,,
807,1月24日,地区级,江苏,宿迁,1.0,,,,,,,,
808,1月24日,地区级,江苏,盐城,1.0,,,,,,,,
809,1月24日,省级,江苏,,9.0,1.0,,,1.0,,,,
810,1月24日,地区级,江西,抚州,3.0,,,,,,,,
811,1月24日,地区级,江西,赣州,2.0,,,,,,,,
812,1月24日,地区级,江西,景德镇,1.0,,,,,,,,
813,1月24日,地区级,江西,九江,1.0,,,,,,,,
814,1月24日,地区级,江西,南昌,1.0,,,,,,,,
815,1月24日,地区级,江西,上饶,2.0,,,,,,,,
816,1月24日,地区级,江西,宜春,1.0,,,,,,,,
817,1月24日,省级,江西,,11.0,,,,,,,,
818,1月24日,地区级,辽宁,本溪,1.0,,,,,,,,
819,1月24日,地区级,辽宁,朝阳市,1.0,,,,,,,,
820,1月24日,地区级,辽宁,大连,1.0,,,,,,,,
821,1月24日,地区级,辽宁,葫芦岛,2.0,,,,,,,,
822,1月24日,地区级,辽宁,沈阳,1.0,,,,,,,,
823,1月24日,地区级,辽宁,铁岭,2.0,,,,,,,,
824,1月24日,省级,辽宁,,8.0,,,,,,,,
825,1月24日,地区级,内蒙古,锡林郭勒,1.0,,,,,,,,
826,1月24日,省级,内蒙古,,1.0,,,,,,,,
827,1月24日,地区级,宁夏,固原,1.0,,,,,,,,
828,1月24日,省级,宁夏,,1.0,,,,,,,,
829,1月24日,省级,青海,,,,,,,,,,
830,1月24日,地区级,山东,德州,1.0,,,,,,,,
831,1月24日,地区级,山东,济南,2.0,,,,,,,,
832,1月24日,地区级,山东,济宁,2.0,,,,,,,,
833,1月24日,地区级,山东,聊城,1.0,,,,,,,,
834,1月24日,地区级,山东,临沂,1.0,,,,,,,,
835,1月24日,地区级,山东,青岛,1.0,,,,,,,,
836,1月24日,地区级,山东,日照,1.0,,,,,,,,
837,1月24日,地区级,山东,威海,1.0,,,,,,,,
838,1月24日,地区级,山东,烟台,2.0,,,,,,,,
839,1月24日,省级,山东,,12.0,,,,,,,,
840,1月24日,地区级,山西,大同,1.0,,,,,,,,
841,1月24日,地区级,山西,太原,1.0,,,,,,,,
842,1月24日,地区级,山西,运城,2.0,,,,,,,,
843,1月24日,地区级,山西,长治,1.0,,,,,,,,
844,1月24日,省级,山西,,5.0,,,,,,,,
845,1月24日,地区级,陕西,安康,2.0,,,,,,,,
846,1月24日,地区级,陕西,商洛,1.0,,,,,,,,
847,1月24日,地区级,陕西,铜川,3.0,,,,,,,,
848,1月24日,地区级,陕西,西安,2.0,,,,,,,,
849,1月24日,地区级,陕西,咸阳,2.0,,,,,,,,
850,1月24日,省级,陕西,,10.0,,,,,,,,
851,1月24日,地区级,上海,地区待确认,13.0,,,,,,,,
852,1月24日,地区级,上海,外地来沪,,1.0,,,,,,,
853,1月24日,省级,上海,,13.0,1.0,,,1.0,,,,
854,1月24日,地区级,四川,成都,9.0,,,,,,,,
855,1月24日,地区级,四川,泸州,1.0,,,,,,,,
856,1月24日,地区级,四川,内江,1.0,,,,,,,,
857,1月24日,地区级,四川,遂宁,1.0,,,,,,,,
858,1月24日,地区级,四川,自贡,1.0,,,,,,,,
859,1月24日,省级,四川,,13.0,,,,,,,,
860,1月24日,地区级,台湾,台湾,2.0,,,,,,,,
861,1月24日,省级,台湾,,2.0,,,,,,,,
862,1月24日,地区级,天津,滨海新区,1.0,,,,,,,,
863,1月24日,地区级,天津,河北区,1.0,,,,,,,,
864,1月24日,地区级,天津,河东区,1.0,,,,,,,,
865,1月24日,省级,天津,,3.0,,,,,,,,
866,1月24日,省级,西藏,,,,,,,,,,
867,1月24日,地区级,香港,香港,3.0,,,,,,,,
868,1月24日,省级,香港,,3.0,,,,,,,,
869,1月24日,地区级,新疆,乌鲁木齐,1.0,,,,,,,,
870,1月24日,省级,新疆,,1.0,,,,,,,,
871,1月24日,地区级,云南,昆明,1.0,,,,,,,,
872,1月24日,地区级,云南,丽江,1.0,,,,,,,,
873,1月24日,地区级,云南,西双版纳州,1.0,,,,,,,,
874,1月24日,省级,云南,,3.0,,,,,,,,
875,1月24日,地区级,浙江,杭州,6.0,,,,,,,,
876,1月24日,地区级,浙江,嘉兴,1.0,,,,,,,,
877,1月24日,地区级,浙江,金华,1.0,,,,,,,,
878,1月24日,地区级,浙江,宁波,1.0,,,,,,,,
879,1月24日,地区级,浙江,绍兴,3.0,,,,,,,,
880,1月24日,地区级,浙江,台州,2.0,,,,,,,,
881,1月24日,地区级,浙江,温州,4.0,,,,,,,,
882,1月24日,地区级,浙江,舟山,1.0,,,,,,,,
883,1月24日,省级,浙江,,19.0,,,,1.0,,,,
884,1月24日,地区级,重庆,璧山区,2.0,,,,,,,,
885,1月24日,地区级,重庆,城口县,1.0,,,,,,,,
886,1月24日,地区级,重庆,大渡口区,1.0,,,,,,,,
887,1月24日,地区级,重庆,丰都县,1.0,,,,,,,,
888,1月24日,地区级,重庆,合川区,2.0,,,,,,,,
889,1月24日,地区级,重庆,九龙坡区,1.0,,,,,,,,
890,1月24日,地区级,重庆,开州区,2.0,,,,,,,,
891,1月24日,地区级,重庆,梁平区,1.0,,,,,,,,
892,1月24日,地区级,重庆,两江新区,2.0,,,,,,,,
893,1月24日,地区级,重庆,石柱县,3.0,,,,,,,,
894,1月24日,地区级,重庆,万州区,7.0,,,,,,,,
895,1月24日,地区级,重庆,巫溪县,1.0,,,,,,,,
896,1月24日,地区级,重庆,永川区,1.0,,,,,,,,
897,1月24日,地区级,重庆,云阳县,1.0,,,,,,,,
898,1月24日,地区级,重庆,长寿区,2.0,,,,,,,,
899,1月24日,地区级,重庆,忠县,2.0,,,,,,,,
900,1月24日,省级,重庆,,30.0,,,,,,,,
901,1月24日,国家级,,,457.0,3.0,16.0,,,,,,
902,1月25日,地区级,安徽,安庆,1.0,,,,,,,,
903,1月25日,地区级,安徽,亳州,2.0,,,,,,,,
904,1月25日,地区级,安徽,阜阳,3.0,,,,,,,,
905,1月25日,地区级,安徽,合肥,3.0,,,,,,,,
906,1月25日,地区级,安徽,淮北,1.0,,,,,,,,
907,1月25日,地区级,安徽,淮南,1.0,,,,,,,,
908,1月25日,地区级,安徽,黄山,1.0,,,,,,,,
909,1月25日,地区级,安徽,六安,1.0,,,,,,,,
910,1月25日,地区级,安徽,马鞍山,3.0,,,,,,,,
911,1月25日,地区级,安徽,芜湖,2.0,,,,,,,,
912,1月25日,地区级,安徽,宿州,2.0,,,,,,,,
913,1月25日,地区级,安徽,宣城,1.0,,,,,,,,
914,1月25日,省级,安徽,,21.0,,,,,,,,
915,1月25日,省级,澳门,,,,,,,,,,
916,1月25日,地区级,北京,昌平,2.0,,,,,,,,
917,1月25日,地区级,北京,朝阳,2.0,,,,,,,,
918,1月25日,地区级,北京,大兴,,1.0,,,,,,,
919,1月25日,地区级,北京,东城,1.0,,,,,,,,
920,1月25日,地区级,北京,丰台,1.0,,,,,,,,
921,1月25日,地区级,北京,海淀,5.0,,,,,,,,
922,1月25日,地区级,北京,通州,1.0,,,,,,,,
923,1月25日,地区级,北京,西城,1.0,,,,,,,,
924,1月25日,省级,北京,,13.0,1.0,,,2.0,,,,
925,1月25日,地区级,福建,福州,1.0,,,,,,,,
926,1月25日,地区级,福建,宁德,1.0,,,,,,,,
927,1月25日,地区级,福建,泉州,2.0,,,,,,,,
928,1月25日,地区级,福建,三明,1.0,,,,,,,,
929,1月25日,地区级,福建,漳州,3.0,,,,,,,,
930,1月25日,省级,福建,,8.0,,,,,,,,
931,1月25日,地区级,甘肃,定西,1.0,,,,,,,,
932,1月25日,地区级,甘肃,兰州,2.0,,,,,,,,
933,1月25日,省级,甘肃,,3.0,,,,,,,,
934,1月25日,地区级,广东,东莞,1.0,,,,,,,,
935,1月25日,地区级,广东,佛山,1.0,,,,,,,,
936,1月25日,地区级,广东,惠州,1.0,,,,,,,,
937,1月25日,地区级,广东,揭阳,3.0,,,,,,,,
938,1月25日,地区级,广东,清远,1.0,,,,,,,,
939,1月25日,地区级,广东,汕头,1.0,,,,,,,,
940,1月25日,地区级,广东,深圳,7.0,,,,,,,,
941,1月25日,地区级,广东,阳江,1.0,,,,,,,,
942,1月25日,地区级,广东,湛江,2.0,,,,,,,,
943,1月25日,地区级,广东,肇庆,2.0,,,,,,,,
944,1月25日,省级,广东,,20.0,,,,,,,,
945,1月25日,地区级,广西,百色,1.0,,,,,,,,
946,1月25日,地区级,广西,北海,1.0,,,,,,,,
947,1月25日,地区级,广西,桂林,5.0,,,,,,,,
948,1月25日,地区级,广西,柳州,1.0,,,,,,,,
949,1月25日,地区级,广西,南宁,1.0,,,,,,,,
950,1月25日,地区级,广西,梧州,1.0,,,,,,,,
951,1月25日,省级,广西,,10.0,,,,,,,,
952,1月25日,地区级,贵州,黔西南州,1.0,,,,,,,,
953,1月25日,省级,贵州,,1.0,,,,,,,,
954,1月25日,地区级,海南,澄迈县,1.0,,,,,,,,
955,1月25日,地区级,海南,陵水县,1.0,,,,,,,,
956,1月25日,地区级,海南,三亚,3.0,,,,,,,,
957,1月25日,省级,海南,,5.0,,,,,,,,
958,1月25日,地区级,河北,保定,2.0,,,,,,,,
959,1月25日,地区级,河北,邯郸,2.0,,,,,,,,
960,1月25日,地区级,河北,石家庄,1.0,,,,,,,,
961,1月25日,省级,河北,,5.0,,,,,1.0,,,
962,1月25日,地区级,河南,安阳,3.0,,,,,,,,
963,1月25日,地区级,河南,漯河,3.0,,,,,,,,
964,1月25日,地区级,河南,南阳,,,1.0,,,,,,
965,1月25日,地区级,河南,南阳,7.0,,,,,,,,
966,1月25日,地区级,河南,平顶山,1.0,,,,,,,,
967,1月25日,地区级,河南,三门峡,1.0,,,,,,,,
968,1月25日,地区级,河南,新乡,2.0,,,,,,,,
969,1月25日,地区级,河南,信阳,16.0,,,,,,,,
970,1月25日,地区级,河南,郑州,12.0,,,,,,,,
971,1月25日,地区级,河南,周口,1.0,,,,,,,,
972,1月25日,地区级,河南,驻马店,5.0,,,,,,,,
973,1月25日,省级,河南,,51.0,,1.0,,,1.0,,,
974,1月25日,地区级,黑龙江,大庆,2.0,,,,,,,,
975,1月25日,地区级,黑龙江,哈尔滨,2.0,,,,,,,,
976,1月25日,地区级,黑龙江,齐齐哈尔,1.0,,,,,,,,
977,1月25日,地区级,黑龙江,绥化,1.0,,,,,,,,
978,1月25日,省级,黑龙江,,6.0,,,,,1.0,,,
979,1月25日,地区级,湖北,恩施州,6.0,,,,,,,,
980,1月25日,地区级,湖北,黄冈,58.0,2.0,2.0,,,,,,
981,1月25日,地区级,湖北,黄石,31.0,,1.0,,,,,,
982,1月25日,地区级,湖北,荆门,17.0,,1.0,,,,,,
